"FUENTE"|"FECHA"|"PI_NCF"|"PI_NOMBRE"|"PI_RNC"|"PI_TOTAL"|"PI_EXONERACION"|"PI_PCT_LEY"|"PI_IVA"|"MONTO"
"LULU"|20180317|"-"|"-"|"-"|1516.80|" -   "|118.50|213.30|1185.00
"LULU"|20180317|"-"|"-"|"-"|994.41|" -   "|77.69|139.84|776.88
"LULU"|20180317|"-"|"-"|"-"|480.00|" -   "|37.50|67.50|375.00
"LULU"|20180317|"-"|"-"|"-"|1183.20|" -   "|92.44|166.39|924.37
"LULU"|20180317|"-"|"-"|"-"|966.40|" -   "|75.50|135.90|755.00
"LULU"|20180317|"-"|"-"|"-"|2854.40|" -   "|223.00|401.40|2230.00
"LULU"|20180317|"-"|"-"|"-"|4206.00|" -   "|328.59|591.47|3285.94
"LULU"|20180317|"-"|"-"|"-"|4556.80|" -   "|356.00|640.80|3560.00
"LULU"|20180317|"-"|"-"|"-"|524.80|" -   "|41.00|73.80|410.00
"LULU"|20180317|"-"|"-"|"-"|2031.21|" -   "|158.69|285.64|1586.88
"LULU"|20180317|"-"|"-"|"-"|1490.40|" -   "|116.44|209.59|1164.37
"LULU"|20180317|"-"|"-"|"-"|1107.20|" -   "|86.50|155.70|865.00
"LULU"|20180317|"-"|"-"|"-"|1056.00|" -   "|82.50|148.50|825.00
"LULU"|20180317|"-"|"-"|"-"|1824.00|" -   "|142.50|256.50|1425.00
"LULU"|20180317|"-"|"-"|"-"|1350.40|" -   "|105.50|189.90|1055.00
"LULU"|20180317|"-"|"-"|"-"|1088.00|" -   "|85.00|153.00|850.00
"LULU"|20180317|"-"|"-"|"-"|1939.20|" -   "|151.50|272.70|1515.00
"LULU"|20180317|"-"|"-"|"-"|3513.60|" -   "|274.50|494.10|2745.00
"LULU"|20180317|"-"|"-"|"-"|857.60|" -   "|67.00|120.60|670.00
"LULU"|20180317|"-"|"-"|"-"|2080.00|" -   "|162.50|292.50|1625.00
"LULU"|20180317|"-"|"-"|"-"|3116.80|" -   "|243.50|438.30|2435.00
"LULU"|20180317|"-"|"-"|"-"|2124.80|" -   "|166.00|298.80|1660.00
"LULU"|20180317|"-"|"-"|"-"|1791.18|" -   "|139.94|251.88|1399.36
"LULU"|20180317|"-"|"-"|"-"|3955.20|" -   "|309.00|556.20|3090.00
"LULU"|20180317|"-"|"-"|"-"|3692.80|" -   "|288.50|519.30|2885.00
"LULU"|20180317|"-"|"-"|"-"|3936.00|" -   "|307.50|553.50|3075.00
"LULU"|20180317|"-"|"-"|"-"|2918.40|" -   "|228.00|410.40|2280.00
"LULU"|20180317|"-"|"-"|"-"|5222.40|" -   "|408.00|734.40|4080.00
"LULU"|20180317|"-"|"-"|"-"|640.00|" -   "|50.00|90.00|500.00
"LULU"|20180317|"-"|"-"|"-"|4473.60|" -   "|349.50|629.10|3495.00
"LULU"|20180317|"-"|"-"|"-"|3845.58|" -   "|300.44|540.78|3004.36
"LULU"|20180317|"-"|"-"|"-"|332.80|" -   "|26.00|46.80|260.00
"LULU"|20180317|"-"|"-"|"-"|1971.20|" -   "|154.00|277.20|1540.00
"LULU"|20180317|"-"|"-"|"-"|10752.00|" -   "|840.00|1512.00|8400.00
"LULU"|20180317|"-"|"-"|"-"|409.60|" -   "|32.00|57.60|320.00
"LULU"|20180317|"-"|"-"|"-"|716.80|" -   "|56.00|100.80|560.00
"LULU"|20180317|"-"|"-"|"-"|512.00|" -   "|40.00|72.00|400.00
"LULU"|20180317|"-"|"-"|"-"|665.60|" -   "|52.00|93.60|520.00
"LULU"|20180317|"-"|"-"|"-"|5305.60|" -   "|414.50|746.10|4145.00
"LULU"|20180317|"-"|"-"|"-"|1708.00|" -   "|133.44|240.19|1334.37
"LULU"|20180317|"-"|"-"|"-"|4960.00|" -   "|387.50|697.50|3875.00
"LULU"|20180317|"-"|"-"|"-"|2828.80|" -   "|221.00|397.80|2210.00
"LULU"|20180317|"-"|"-"|"-"|4499.20|" -   "|351.50|632.70|3515.00
"LULU"|20180317|"-"|"-"|"-"|665.60|" -   "|52.00|93.60|520.00
"LULU"|20180317|"-"|"-"|"-"|2790.40|" -   "|218.00|392.40|2180.00
"LULU"|20180317|"-"|"-"|"-"|7896.06|" -   "|616.88|1110.38|6168.80
"LULU"|20180317|"-"|"-"|"-"|1267.20|" -   "|99.00|178.20|990.00
"LULU"|20180317|"-"|"-"|"-"|2059.21|" -   "|160.88|289.58|1608.75
"LULU"|20180317|"-"|"-"|"-"|1612.80|" -   "|126.00|226.80|1260.00
"LULU"|20180317|"-"|"-"|"-"|1740.80|" -   "|136.00|244.80|1360.00
"LULU"|20180317|"-"|"-"|"-"|2560.00|" -   "|200.00|360.00|2000.00
"LULU"|20180317|"-"|"-"|"-"|1617.20|" -   "|126.34|227.42|1263.44
"LULU"|20180317|"-"|"-"|"-"|332.80|" -   "|26.00|46.80|260.00
"LULU"|20180317|"-"|"-"|"-"|700.01|" -   "|54.69|98.44|546.88
"LULU"|20180317|"-"|"-"|"-"|1104.38|" -   "|86.28|155.30|862.80
"LULU"|20180317|"-"|"-"|"-"|825.60|" -   "|64.50|116.10|645.00
"LULU"|20180317|"-"|"-"|"-"|1484.80|" -   "|116.00|208.80|1160.00
"LULU"|20180317|"-"|"-"|"-"|6963.20|" -   "|544.00|979.20|5440.00
"LULU"|20180317|"-"|"-"|"-"|1094.40|" -   "|85.50|153.90|855.00
"LULU"|20180317|"-"|"-"|"-"|1350.40|" -   "|105.50|189.90|1055.00
"LULU"|20180317|"-"|"-"|"-"|960.00|" -   "|75.00|135.00|750.00
"LULU"|20180317|"-"|"-"|"-"|1753.19|" -   "|136.97|246.54|1369.68
"LULU"|20180317|"-"|"-"|"-"|5113.60|" -   "|399.50|719.10|3995.00
"LULU"|20180317|"-"|"-"|"-"|2961.97|" -   "|231.40|416.53|2314.04
"LULU"|20180317|"-"|"-"|"-"|2105.60|" -   "|164.50|296.10|1645.00
"LULU"|20180317|"-"|"-"|"-"|4742.40|" -   "|370.50|666.90|3705.00
"LULU"|20180317|"-"|"-"|"-"|4966.40|" -   "|388.00|698.40|3880.00
"LULU"|20180317|"-"|"-"|"-"|3366.40|" -   "|263.00|473.40|2630.00
"LULU"|20180317|"-"|"-"|"-"|3385.60|" -   "|264.50|476.10|2645.00
"LULU"|20180317|"-"|"-"|"-"|691.20|" -   "|54.00|97.20|540.00
"LULU"|20180317|"-"|"-"|"-"|689.97|" -   "|53.90|97.03|539.04
"LULU"|20180317|"-"|"-"|"-"|300.00|" -   "|23.44|42.19|234.37
"LULU"|20180317|"-"|"-"|"-"|95232.00|" -   "|7440.00|13392.00|74400.00
"LULU"|20180317|"-"|"-"|"-"|1766.40|" -   "|138.00|248.40|1380.00
"LULU"|20180317|"-"|"-"|"-"|1624.78|" -   "|126.94|228.48|1269.36
"LULU"|20180317|"-"|"-"|"-"|2777.60|" -   "|217.00|390.60|2170.00
"LULU"|20180317|"-"|"-"|"-"|1023.18|" -   "|79.94|143.88|799.36
"LULU"|20180317|"-"|"-"|"-"|3948.80|" -   "|308.50|555.30|3085.00
"LULU"|20180317|"-"|"-"|"-"|780.80|" -   "|61.00|109.80|610.00
"LULU"|20180317|"-"|"-"|"-"|2147.75|" 351.45 "|195.25|351.45|1601.05
"LULU"|20180317|"-"|"-"|"-"|8628.35|" -   "|674.09|1213.36|6740.90
"LULU"|20180317|"-"|"-"|"-"|2534.40|" -   "|198.00|356.40|1980.00
"LULU"|20180317|"-"|"-"|"-"|6112.00|" -   "|477.50|859.50|4775.00
"LULU"|20180317|"-"|"-"|"-"|2329.60|" -   "|182.00|327.60|1820.00
"LULU"|20180317|"-"|"-"|"-"|2969.60|" -   "|232.00|417.60|2320.00
"LULU"|20180317|"-"|"-"|"-"|4044.80|" -   "|316.00|568.80|3160.00
"LULU"|20180317|"-"|"-"|"-"|1830.40|" -   "|143.00|257.40|1430.00
"LULU"|20180317|"-"|"-"|"-"|2950.40|" -   "|230.50|414.90|2305.00
"LULU"|20180317|"-"|"-"|"-"|1465.60|" -   "|114.50|206.10|1145.00
"LULU"|20180317|"-"|"-"|"-"|3078.40|" -   "|240.50|432.90|2405.00
"LULU"|20180317|"-"|"-"|"-"|1804.80|" -   "|141.00|253.80|1410.00
"LULU"|20180317|"-"|"-"|"-"|1331.20|" -   "|104.00|187.20|1040.00
"LULU"|20180317|"-"|"-"|"-"|4256.00|" -   "|332.50|598.50|3325.00
"LULU"|20180317|"-"|"-"|"-"|1341.59|" -   "|104.81|188.66|1048.12
"LULU"|20180317|"-"|"-"|"-"|855.98|" -   "|66.87|120.37|668.74
"LULU"|20180317|"-"|"-"|"-"|2003.20|" -   "|156.50|281.70|1565.00
"LULU"|20180317|"-"|"-"|"-"|1510.40|" -   "|118.00|212.40|1180.00
"LULU"|20180317|"-"|"-"|"-"|9868.80|" -   "|771.00|1387.80|7710.00
"LULU"|20180318|"-"|"-"|"-"|5376.00|" -   "|420.00|756.00|4200.00
"LULU"|20180318|"-"|"-"|"-"|3961.19|" -   "|309.47|557.04|3094.68
"LULU"|20180318|"-"|"-"|"-"|1728.00|" -   "|135.00|243.00|1350.00
"LULU"|20180318|"-"|"-"|"-"|2673.62|" -   "|208.88|375.98|2088.76
"LULU"|20180318|"-"|"-"|"-"|3059.20|" -   "|239.00|430.20|2390.00
"LULU"|20180318|"-"|"-"|"-"|902.40|" -   "|70.50|126.90|705.00
"LULU"|20180318|"-"|"-"|"-"|1088.00|" -   "|85.00|153.00|850.00
"LULU"|20180318|"-"|"-"|"-"|505.60|" -   "|39.50|71.10|395.00
"LULU"|20180318|"-"|"-"|"-"|985.60|" -   "|77.00|138.60|770.00
"LULU"|20180318|"-"|"-"|"-"|1120.00|" -   "|87.50|157.50|875.00
"LULU"|20180318|"-"|"-"|"-"|864.00|" -   "|67.50|121.50|675.00
"LULU"|20180318|"-"|"-"|"-"|774.40|" -   "|60.50|108.90|605.00
"LULU"|20180318|"-"|"-"|"-"|902.40|" -   "|70.50|126.90|705.00
"LULU"|20180318|"-"|"-"|"-"|300.00|" -   "|23.44|42.19|234.37
"LULU"|20180318|"-"|"-"|"-"|3360.00|" -   "|262.50|472.50|2625.00
"LULU"|20180318|"-"|"-"|"-"|1817.60|" -   "|142.00|255.60|1420.00
"LULU"|20180318|"-"|"-"|"-"|7756.80|" -   "|606.00|1090.80|6060.00
"LULU"|20180318|"-"|"-"|"-"|2918.40|" -   "|228.00|410.40|2280.00
"LULU"|20180318|"-"|"-"|"-"|10745.60|" -   "|839.50|1511.10|8395.00
"LULU"|20180318|"-"|"-"|"-"|3353.60|" -   "|262.00|471.60|2620.00
"LULU"|20180318|"-"|"-"|"-"|2124.80|" -   "|166.00|298.80|1660.00
"LULU"|20180318|"-"|"-"|"-"|121.60|" -   "|9.50|17.10|95.00
"LULU"|20180318|"-"|"-"|"-"|3443.20|" -   "|269.00|484.20|2690.00
"LULU"|20180318|"-"|"-"|"-"|2342.40|" -   "|183.00|329.40|1830.00
"LULU"|20180318|"-"|"-"|"-"|4537.60|" -   "|354.50|638.10|3545.00
"LULU"|20180318|"-"|"-"|"-"|3692.80|" -   "|288.50|519.30|2885.00
"LULU"|20180318|"-"|"-"|"-"|1296.00|" -   "|101.25|182.25|1012.50
"LULU"|20180318|"-"|"-"|"-"|3403.98|" -   "|265.94|478.68|2659.36
"LULU"|20180318|"-"|"-"|"-"|1664.00|" -   "|130.00|234.00|1300.00
"LULU"|20180318|"-"|"-"|"-"|4806.81|" -   "|375.53|675.96|3755.32
"LULU"|20180318|"-"|"-"|"-"|3980.80|" -   "|311.00|559.80|3110.00
"LULU"|20180318|"-"|"-"|"-"|896.00|" -   "|70.00|126.00|700.00
"LULU"|20180318|"-"|"-"|"-"|2739.20|" -   "|214.00|385.20|2140.00
"LULU"|20180318|"-"|"-"|"-"|2835.20|" -   "|221.50|398.70|2215.00
"LULU"|20180318|"-"|"-"|"-"|2872.80|" -   "|224.44|403.99|2244.37
"LULU"|20180318|"-"|"-"|"-"|4211.20|" -   "|329.00|592.20|3290.00
"LULU"|20180318|"-"|"-"|"-"|4262.81|" -   "|333.03|599.46|3330.32
"LULU"|20180318|"-"|"-"|"-"|2252.80|" -   "|176.00|316.80|1760.00
"LULU"|20180318|"-"|"-"|"-"|1792.00|" -   "|140.00|252.00|1400.00
"LULU"|20180318|"-"|"-"|"-"|1843.20|" -   "|144.00|259.20|1440.00
"LULU"|20180318|"-"|"-"|"-"|2720.00|" -   "|212.50|382.50|2125.00
"LULU"|20180318|"-"|"-"|"-"|10515.20|" -   "|821.50|1478.70|8215.00
"LULU"|20180318|"-"|"-"|"-"|46104.06|" -   "|3601.88|6483.38|36018.80
"LULU"|20180318|"-"|"-"|"-"|530432.00|" -   "|41440.00|74592.00|414400.00
"LULU"|20180318|"-"|"-"|"-"|0.00|" -   "|0.00|0.00|0.00
"LULU"|20180318|"-"|"-"|"-"|294.40|" -   "|23.00|41.40|230.00
"LULU"|20180318|"-"|"-"|"-"|4677.99|" -   "|365.47|657.84|3654.68
"LULU"|20180318|"-"|"-"|"-"|1219.99|" -   "|95.31|171.56|953.12
"LULU"|20180318|"-"|"-"|"-"|0.00|" -   "|0.00|0.00|0.00
"LULU"|20180318|"-"|"-"|"-"|0.00|" -   "|0.00|0.00|0.00
"LULU"|20180318|"-"|"-"|"-"|1804.80|" -   "|141.00|253.80|1410.00
"LULU"|20180318|"-"|"-"|"-"|2496.00|" -   "|195.00|351.00|1950.00
"LULU"|20180318|"-"|"-"|"-"|1203.20|" -   "|94.00|169.20|940.00
"LULU"|20180318|"-"|"-"|"-"|5600.00|" -   "|437.50|787.50|4375.00
"LULU"|20180318|"-"|"-"|"-"|6150.40|" -   "|480.50|864.90|4805.00
"LULU"|20180318|"-"|"-"|"-"|2744.02|" -   "|214.38|385.88|2143.76
"LULU"|20180318|"-"|"-"|"-"|7295.23|" -   "|569.94|1025.89|5699.40
"LULU"|20180318|"-"|"-"|"-"|2725.58|" -   "|212.94|383.28|2129.36
"LULU"|20180318|"-"|"-"|"-"|1849.60|" -   "|144.50|260.10|1445.00
"LULU"|20180318|"-"|"-"|"-"|800.00|" -   "|62.50|112.50|625.00
"LULU"|20180318|"-"|"-"|"-"|1254.40|" -   "|98.00|176.40|980.00
"LULU"|20180318|"-"|"-"|"-"|2809.60|" -   "|219.50|395.10|2195.00
"LULU"|20180318|"-"|"-"|"-"|4473.60|" -   "|349.50|629.10|3495.00
"LULU"|20180318|"-"|"-"|"-"|0.00|" -   "|0.00|0.00|0.00
"LULU"|20180318|"-"|"-"|"-"|10912.00|" -   "|852.50|1534.50|8525.00
"LULU"|20180318|"-"|"-"|"-"|4460.80|" -   "|348.50|627.30|3485.00
"LULU"|20180318|"-"|"-"|"-"|3820.80|" -   "|298.50|537.30|2985.00
"LULU"|20180318|"-"|"-"|"-"|2656.00|" -   "|207.50|373.50|2075.00
"LULU"|20180318|"-"|"-"|"-"|1964.80|" -   "|153.50|276.30|1535.00
"LULU"|20180318|"-"|"-"|"-"|1792.00|" -   "|140.00|252.00|1400.00
"LULU"|20180318|"-"|"-"|"-"|192.00|" -   "|15.00|27.00|150.00
"LULU"|20180318|"-"|"-"|"-"|1792.00|" -   "|140.00|252.00|1400.00
"LULU"|20180318|"-"|"-"|"-"|13600.00|" -   "|1062.50|1912.50|10625.00
"LULU"|20180318|"-"|"-"|"-"|1561.60|" -   "|122.00|219.60|1220.00
"LULU"|20180318|"-"|"-"|"-"|409.60|" -   "|32.00|57.60|320.00
"LULU"|20180318|"-"|"-"|"-"|459.98|" -   "|35.94|64.68|359.36
"LULU"|20180318|"-"|"-"|"-"|3219.15|" -   "|251.50|452.69|2514.96
"LULU"|20180318|"-"|"-"|"-"|229.99|" -   "|17.97|32.34|179.68
"LULU"|20180318|"-"|"-"|"-"|409.60|" -   "|32.00|57.60|320.00
"LULU"|20180318|"-"|"-"|"-"|709.60|" -   "|55.44|99.79|554.37
"LULU"|20180318|"-"|"-"|"-"|709.60|" -   "|55.44|99.79|554.37
"LULU"|20180318|"-"|"-"|"-"|972.80|" -   "|76.00|136.80|760.00
"LULU"|20180318|"-"|"-"|"-"|1398.19|" -   "|109.23|196.62|1092.34
"LULU"|20180318|"-"|"-"|"-"|3104.00|" -   "|242.50|436.50|2425.00
"LULU"|20180318|"-"|"-"|"-"|3120.00|" -   "|243.75|438.75|2437.50
"LULU"|20180318|"-"|"-"|"-"|1350.40|" -   "|105.50|189.90|1055.00
"LULU"|20180318|"-"|"-"|"-"|13715.20|" -   "|1071.50|1928.70|10715.00
"LULU"|20180318|"-"|"-"|"-"|307.20|" -   "|24.00|43.20|240.00
"LULU"|20180318|"-"|"-"|"-"|3283.20|" -   "|256.50|461.70|2565.00
"LULU"|20180318|"-"|"-"|"-"|1728.00|" -   "|135.00|243.00|1350.00
"LULU"|20180318|"-"|"-"|"-"|876.80|" -   "|68.50|123.30|685.00
"LULU"|20180318|"-"|"-"|"-"|5619.20|" -   "|439.00|790.20|4390.00
"LULU"|20180318|"-"|"-"|"-"|4384.00|" -   "|342.50|616.50|3425.00
"LULU"|20180318|"-"|"-"|"-"|4300.80|" -   "|336.00|604.80|3360.00
"LULU"|20180318|"-"|"-"|"-"|1664.00|" -   "|130.00|234.00|1300.00
"LULU"|20180318|"-"|"-"|"-"|4817.97|" -   "|376.40|677.53|3764.04
"LULU"|20180318|"-"|"-"|"-"|4992.00|" -   "|390.00|702.00|3900.00
"LULU"|20180318|"-"|"-"|"-"|4032.00|" -   "|315.00|567.00|3150.00
"LULU"|20180318|"-"|"-"|"-"|896.00|" -   "|70.00|126.00|700.00
"LULU"|20180318|"-"|"-"|"-"|2553.60|" -   "|199.50|359.10|1995.00
"LULU"|20180318|"-"|"-"|"-"|5017.60|" -   "|392.00|705.60|3920.00
"LULU"|20180318|"-"|"-"|"-"|3840.00|" -   "|300.00|540.00|3000.00
"LULU"|20180318|"-"|"-"|"-"|6054.40|" -   "|473.00|851.40|4730.00
"LULU"|20180318|"-"|"-"|"-"|3840.00|" -   "|300.00|540.00|3000.00
"LULU"|20180318|"-"|"-"|"-"|614.40|" -   "|48.00|86.40|480.00
"LULU"|20180318|"-"|"-"|"-"|1830.40|" -   "|143.00|257.40|1430.00
"LULU"|20180318|"-"|"-"|"-"|883.20|" -   "|69.00|124.20|690.00
"LULU"|20180318|"-"|"-"|"-"|677.99|" -   "|52.97|95.34|529.68
"LULU"|20180318|"-"|"-"|"-"|2828.80|" -   "|221.00|397.80|2210.00
"LULU"|20180318|"-"|"-"|"-"|3699.20|" -   "|289.00|520.20|2890.00
"LULU"|20180318|"-"|"-"|"-"|459.98|" -   "|35.94|64.68|359.36
"LULU"|20180318|"-"|"-"|"-"|383.59|" -   "|29.97|53.94|299.68
"LULU"|20180318|"-"|"-"|"-"|896.00|" -   "|70.00|126.00|700.00
"LULU"|20180318|"-"|"-"|"-"|947.20|" -   "|74.00|133.20|740.00
"LULU"|20180318|"-"|"-"|"-"|2559.59|" -   "|199.97|359.94|1999.68
"LULU"|20180318|"-"|"-"|"-"|3737.60|" -   "|292.00|525.60|2920.00
"LULU"|20180318|"-"|"-"|"-"|1305.19|" -   "|101.97|183.54|1019.68
"LULU"|20180318|"-"|"-"|"-"|832.00|" -   "|65.00|117.00|650.00
"LULU"|20180318|"-"|"-"|"-"|2560.00|" -   "|200.00|360.00|2000.00
"LULU"|20180318|"-"|"-"|"-"|774.40|" -   "|60.50|108.90|605.00
"LULU"|20180318|"-"|"-"|"-"|1280.00|" -   "|100.00|180.00|1000.00
"LULU"|20180318|"-"|"-"|"-"|3474.38|" -   "|271.44|488.58|2714.36
"LULU"|20180318|"-"|"-"|"-"|2617.19|" -   "|204.47|368.04|2044.68
"LULU"|20180318|"-"|"-"|"-"|2156.80|" -   "|168.50|303.30|1685.00
"LULU"|20180318|"-"|"-"|"-"|5401.60|" -   "|422.00|759.60|4220.00
"LULU"|20180318|"-"|"-"|"-"|960.00|" -   "|75.00|135.00|750.00
"LULU"|20180318|"-"|"-"|"-"|5542.40|" -   "|433.00|779.40|4330.00
"LULU"|20180318|"-"|"-"|"-"|6583.96|" -   "|514.37|925.87|5143.72
"LULU"|20180318|"-"|"-"|"-"|3360.00|" -   "|262.50|472.50|2625.00
"LULU"|20180318|"-"|"-"|"-"|1785.60|" -   "|139.50|251.10|1395.00
"LULU"|20180318|"-"|"-"|"-"|3801.60|" -   "|297.00|534.60|2970.00
"LULU"|20180318|"-"|"-"|"-"|6726.40|" -   "|525.50|945.90|5255.00
"LULU"|20180318|"-"|"-"|"-"|1445.99|" -   "|112.97|203.34|1129.68
"LULU"|20180318|"-"|"-"|"-"|5881.60|" -   "|459.50|827.10|4595.00
"LULU"|20180318|"-"|"-"|"-"|3286.70|" -   "|256.77|462.19|2567.74
"LULU"|20180318|"-"|"-"|"-"|3878.40|" -   "|303.00|545.40|3030.00
"LULU"|20180318|"-"|"-"|"-"|3609.60|" -   "|282.00|507.60|2820.00
"LULU"|20180318|"-"|"-"|"-"|1638.40|" -   "|128.00|230.40|1280.00
"LULU"|20180318|"-"|"-"|"-"|6297.60|" -   "|492.00|885.60|4920.00
"LULU"|20180318|"-"|"-"|"-"|1548.80|" -   "|121.00|217.80|1210.00
"LULU"|20180318|"-"|"-"|"-"|1254.40|" -   "|98.00|176.40|980.00
"LULU"|20180318|"-"|"-"|"-"|4083.20|" -   "|319.00|574.20|3190.00
"LULU"|20180318|"-"|"-"|"-"|6233.60|" -   "|487.00|876.60|4870.00
"LULU"|20180318|"-"|"-"|"-"|7692.80|" -   "|601.00|1081.80|6010.00
"LULU"|20180318|"-"|"-"|"-"|3360.00|" -   "|262.50|472.50|2625.00
"LULU"|20180318|"-"|"-"|"-"|5696.00|" -   "|445.00|801.00|4450.00
"LULU"|20180318|"-"|"-"|"-"|1196.80|" -   "|93.50|168.30|935.00
"LULU"|20180318|"-"|"-"|"-"|153.60|" -   "|12.00|21.60|120.00
"LULU"|20180318|"-"|"-"|"-"|1516.80|" -   "|118.50|213.30|1185.00
"LULU"|20180318|"-"|"-"|"-"|870.40|" -   "|68.00|122.40|680.00
"LULU"|20180318|"-"|"-"|"-"|3308.80|" -   "|258.50|465.30|2585.00
"LULU"|20180318|"-"|"-"|"-"|3174.40|" -   "|248.00|446.40|2480.00
"LULU"|20180318|"-"|"-"|"-"|876.80|" -   "|68.50|123.30|685.00
"LULU"|20180318|"-"|"-"|"-"|3456.00|" -   "|270.00|486.00|2700.00
"LULU"|20180318|"-"|"-"|"-"|2860.80|" -   "|223.50|402.30|2235.00
"LULU"|20180318|"-"|"-"|"-"|902.40|" -   "|70.50|126.90|705.00
"LULU"|20180318|"-"|"-"|"-"|1356.80|" -   "|106.00|190.80|1060.00
"LULU"|20180318|"-"|"-"|"-"|2054.40|" -   "|160.50|288.90|1605.00
"LULU"|20180318|"-"|"-"|"-"|1459.20|" -   "|114.00|205.20|1140.00
"LULU"|20180318|"-"|"-"|"-"|6214.40|" -   "|485.50|873.90|4855.00
"LULU"|20180318|"-"|"-"|"-"|2361.60|" -   "|184.50|332.10|1845.00
"LULU"|20180318|"-"|"-"|"-"|665.60|" -   "|52.00|93.60|520.00
"LULU"|20180318|"-"|"-"|"-"|10534.40|" -   "|823.00|1481.40|8230.00
"LULU"|20180318|"-"|"-"|"-"|3539.20|" -   "|276.50|497.70|2765.00
"LULU"|20180318|"-"|"-"|"-"|2380.80|" -   "|186.00|334.80|1860.00
"LULU"|20180318|"-"|"-"|"-"|2176.00|" -   "|170.00|306.00|1700.00
"LULU"|20180318|"-"|"-"|"-"|3078.40|" -   "|240.50|432.90|2405.00
"LULU"|20180318|"-"|"-"|"-"|6496.00|" -   "|507.50|913.50|5075.00
"LULU"|20180318|"-"|"-"|"-"|1952.00|" -   "|152.50|274.50|1525.00
"LULU"|20180318|"-"|"-"|"-"|2419.20|" -   "|189.00|340.20|1890.00
"LULU"|20180318|"-"|"-"|"-"|3174.40|" -   "|248.00|446.40|2480.00
"LULU"|20180318|"-"|"-"|"-"|2310.40|" -   "|180.50|324.90|1805.00
"LULU"|20180318|"-"|"-"|"-"|4179.20|" -   "|326.50|587.70|3265.00
"LULU"|20180318|"-"|"-"|"-"|3641.60|" -   "|284.50|512.10|2845.00
"LULU"|20180318|"-"|"-"|"-"|832.00|" -   "|65.00|117.00|650.00
"LULU"|20180318|"-"|"-"|"-"|2438.40|" -   "|190.50|342.90|1905.00
"LULU"|20180318|"-"|"-"|"-"|3968.00|" -   "|310.00|558.00|3100.00
"LULU"|20180318|"-"|"-"|"-"|652.80|" -   "|51.00|91.80|510.00
"LULU"|20180318|"-"|"-"|"-"|2764.80|" -   "|216.00|388.80|2160.00
"LULU"|20180318|"-"|"-"|"-"|972.80|" -   "|76.00|136.80|760.00
"LULU"|20180319|"-"|"-"|"-"|2572.80|" -   "|201.00|361.80|2010.00
"LULU"|20180319|"-"|"-"|"-"|3545.60|" -   "|277.00|498.60|2770.00
"LULU"|20180319|"-"|"-"|"-"|3257.60|" -   "|254.50|458.10|2545.00
"LULU"|20180319|"-"|"-"|"-"|2380.80|" -   "|186.00|334.80|1860.00
"LULU"|20180319|"-"|"-"|"-"|1913.60|" -   "|149.50|269.10|1495.00
"LULU"|20180319|"-"|"-"|"-"|2112.00|" -   "|165.00|297.00|1650.00
"LULU"|20180319|"-"|"-"|"-"|5888.00|" -   "|460.00|828.00|4600.00
"LULU"|20180319|"-"|"-"|"-"|2240.00|" -   "|175.00|315.00|1750.00
"LULU"|20180319|"-"|"-"|"-"|1440.00|" -   "|112.50|202.50|1125.00
"LULU"|20180319|"-"|"-"|"-"|9721.19|" -   "|759.47|1367.04|7594.68
"LULU"|20180319|"-"|"-"|"-"|838.40|" -   "|65.50|117.90|655.00
"LULU"|20180319|"-"|"-"|"-"|1113.60|" -   "|87.00|156.60|870.00
"LULU"|20180319|"-"|"-"|"-"|3040.00|" -   "|237.50|427.50|2375.00
"LULU"|20180319|"-"|"-"|"-"|3884.80|" -   "|303.50|546.30|3035.00
"LULU"|20180319|"-"|"-"|"-"|1350.40|" -   "|105.50|189.90|1055.00
"LULU"|20180319|"-"|"-"|"-"|1113.60|" -   "|87.00|156.60|870.00
"LULU"|20180319|"-"|"-"|"-"|4038.40|" -   "|315.50|567.90|3155.00
"LULU"|20180319|"-"|"-"|"-"|128.00|" -   "|10.00|18.00|100.00
"LULU"|20180319|"-"|"-"|"-"|3769.60|" -   "|294.50|530.10|2945.00
"LULU"|20180319|"-"|"-"|"-"|9727.59|" -   "|759.97|1367.94|7599.68
"LULU"|20180319|"-"|"-"|"-"|281.60|" -   "|22.00|39.60|220.00
"LULU"|20180319|"-"|"-"|"-"|448.00|" -   "|35.00|63.00|350.00
"LULU"|20180319|"-"|"-"|"-"|1081.60|" -   "|84.50|152.10|845.00
"LULU"|20180319|"-"|"-"|"-"|459.98|" -   "|35.94|64.68|359.36
"LULU"|20180319|"-"|"-"|"-"|960.00|" -   "|75.00|135.00|750.00
"LULU"|20180319|"-"|"-"|"-"|2203.98|" -   "|172.19|309.93|1721.86
"LULU"|20180319|"-"|"-"|"-"|1272.96|" -   "|99.45|179.01|994.50
"LULU"|20180319|"-"|"-"|"-"|3385.60|" -   "|264.50|476.10|2645.00
"LULU"|20180319|"-"|"-"|"-"|665.60|" -   "|52.00|93.60|520.00
"LULU"|20180319|"-"|"-"|"-"|1424.00|" -   "|111.25|200.25|1112.50
"LULU"|20180319|"-"|"-"|"-"|3910.40|" -   "|305.50|549.90|3055.00
"LULU"|20180319|"-"|"-"|"-"|1676.80|" -   "|131.00|235.80|1310.00
"LULU"|20180319|"-"|"-"|"-"|1734.40|" -   "|135.50|243.90|1355.00
"LULU"|20180319|"-"|"-"|"-"|2348.80|" -   "|183.50|330.30|1835.00
